Nama Depan,Nama Belakang,Email,Kota,Tanggal Pembelian,Produk Yang Dibeli,Total Penjualan,Nomor Penjualan,Jumlah Pembelian,Rating,Jasa Pengiriman,Customer Baru,Sales Person,Sales,Kode Sales,Nama Depan,Nama Belakang,#,SKU,Nama,Harga
Gita,Group,GITA@ymailx.com,Lubuklinggau,25-06-2017,KP0625AF,"Rp60,000,000",35961,5,N/A,Swift Delivery,Y,Dv-661,661,,,,,,,
Victor,Luhur,Luhur@icloudx.com,Magelang,25-06-2017,KP0150BH,"Rp162,000,000",35480,6,4,#N/A,N,rm-410,410,,,,,,,
Armedta,Christina,Christina@livex.com,Denpasar,24-06-2017,KP0350CF,"Rp175,000,000",35175,5,N/A,Wakanda Express,Y,ve-201,201,,,,,,,
Henny,Oen,Henny@gmailx.com,Tarakan,22-06-2017,KP0425CB,"Rp190,750,000",36028,7,N/A,JENT,Y,cf-994,994,,,,,,,
Radisha,Tjen,Radisha@gmailx.com,Cirebon,21-06-2017,KP0625AF,"Rp48,000,000",36447,4,N/A,Cepat Kirim,N,jp-409,409,,,,,,,
Lukman,Adelberd,Lukman@gmailx.com,Medan,21-06-2017,KP0925SG,"Rp150,000,000",35798,10,N/A,Cepat Kirim,Y,ke-662,662,,,,,,,
Mohamad,Ivan,Ivan@rocketmailx.com,Surabaya,20-06-2017,KP0625AF,"Rp96,000,000",36647,8,4,Wakanda Express,Y,we-123,123,,,,,,,
Andre,Leebrianto,Andre@gmailx.com,Metro,19-06-2017,KP0150BH,"Rp54,000,000",35574,2,N/A,JENT,Y,ti-150,150,,,,,,,
Raymond,David,David@rocketmailx.com,Binjai,18-06-2017,KP0050AG,"Rp32,500,000",35915,2,N/A,JENT,N,cf-662,662,,,,,,,
Suhadi,Muliadi,Muliadi@icloudx.com,Banda Aceh,17-06-2017,KP0750AJ,"Rp36,000,000",35776,2,2,JENT,N,ry-101,101,,,,,,,
Lim,Setiono,Lim@gmailx.com,Solok,17-06-2017,KP0425CB,"Rp54,500,000",36802,2,N/A,Swift Delivery,Y,gt-559,559,,,,,,,
Jyoti,Wijaya,Wijaya@gmailx.com,Cimahi,16-06-2017,KP0850FB,"Rp147,000,000",36849,7,4,JENT,Y,ns-409,409,,,,,,,
Jusuf,Riupassa,Jusuf@ymailx.com,Denpasar,15-06-2017,KP0625AF,"Rp24,000,000",36465,2,N/A,Cepat Kirim,Y,ov-201,201,,,,,,,
Sufan,Podiman,Sufan@gmailx.com,Jakarta Selatan,13-06-2017,KP0850FB,"Rp63,000,000",36388,3,N/A,JENT,N,nq-333,333,,,,,,,
Aling,Naiborhu,Aling@ymailx.com,Manado,06-12-2017,KP0750AJ,"Rp126,000,000",35484,7,3,JENT,Y,ya-221,221,,,,,,,
Agus,Lianawati,Agus@gmailx.com,Pasuruan,06-11-2017,KP0150BH,"Rp243,000,000",35639,9,4,Swift Delivery,Y,pg-123,123,,,,,,,
Gunardi,Lakmudin,Lakmudin@ymailx.com,Bogor,06-11-2017,KP0425CB,"Rp218,000,000",35102,8,N/A,JENT,Y,ll-409,409,,,,,,,
Hosea,Dewi,Dewi@ymailx.com,Malang,06-10-2017,KP0050AG,"Rp146,250,000",36053,9,N/A,Cepat Kirim,Y,jm-123,123,,,,,,,
Poppy,Darmadi,Poppy@ymailx.com,Banjarmasin,06-07-2017,KP0350CF,"Rp175,000,000",36533,5,N/A,JENT,N,zy-991,991,,,,,,,
Lina,Putra,LINA@icloudx.com,Lubuklinggau,06-06-2017,KP0350CF,"Rp105,000,000",36346,3,4,JENT,Y,co-661,661,,,,,,,
Edwin,Tunggul,Tunggul@ymailx.com,Sorong,06-06-2017,KP0150BH,"Rp243,000,000",35535,9,N/A,Swift Delivery,Y,rq-999,999,,,,,,,
Mary,Sidharta,Sidharta@outlookx.com,Malang,06-05-2017,KP0350CF,"Rp350,000,000",35580,10,N/A,Pru Logistic,Y,pe-123,123,,,,,,,
Herman,Noorsy,Herman@gmailx.com,Palopo,06-04-2017,KP0625AF,"Rp84,000,000",36762,7,N/A,JENT,Y,qu-290,290,,,,,,,
Mohamad,Susilo,Susilo@ymailx.com,Medan,06-03-2017,KP0850FB,"Rp105,000,000",36313,5,5,JENT,Y,an-662,662,,,,,,,
Bobby,Handri,Handri@outlookx.com,Payakumbuh,06-03-2017,KP0850FB,"Rp147,000,000",35343,7,3,JENT,Y,oz-559,559,,,,,,,
Liem,Budijarto,Liem@rocketmailx.com,Palopo,06-03-2017,KP0225BB,"Rp40,000,000",36405,4,N/A,Cepat Kirim,Y,zz-290,290,,,,,,,
Oetie,Abujono,Oetie@rocketmailx.com,Banjarbaru,06-02-2017,KP0225BB,"Rp50,000,000",36282,5,4,Swift Delivery,N,uk-991,991,,,,,,,
Lim,Hardono,Hardono@livex.com,Banda Aceh,06-01-2017,KP0850FB,"Rp168,000,000",36488,8,N/A,JENT,Y,mr-101,101,,,,,,,
Adri,Suitono,Suitono@ymailx.com,Cilegon,06-01-2017,KP0150BH,"Rp54,000,000",36285,2,N/A,Wakanda Express,Y,yo-500,500,,,,,,,
Abdullah,Alatas,Alatas@ymailx.com,Surakarta,06-01-2017,KP0750AJ,"Rp36,000,000",35060,2,4,JENT,Y,qh-410,410,,,,,,,
Eunice,Wiyono,Eunice@outlookx.com,Madiun,28-05-2017,KP0350CF,"Rp105,000,000",36604,3,5,JENT,Y,wt-123,123,,,,,,,
Danny,Basuki,Danny@ymailx.com,Jambi,27-05-2017,KP0625AF,"Rp96,000,000",35875,8,N/A,Swift Delivery,Y,qa-512,512,,,,,,,
Hendra,Jimmy,Jimmy@gmailx.com,Medan,27-05-2017,KP0850FB,"Rp105,000,000",35726,5,N/A,Swift Delivery,Y,yk-662,662,,,,,,,
Hanson,Wargana,Wargana@gmailx.com,Prabumulih,26-05-2017,KP0625AF,"Rp48,000,000",36095,4,4,Swift Delivery,Y,xp-661,661,,,,,,,
Adelina,Bowden,BOWDEN@gmailx.com,Cirebon,26-05-2017,KP0750AJ,"Rp90,000,000",36987,5,1,Swift Delivery,Y,ft-409,409,,,,,,,
Doreen,Kong,Kong@livex.com,Palembang,26-05-2017,KP0750AJ,"Rp54,000,000",35153,3,4,JENT,Y,np-661,661,,,,,,,
Petrus,Hugh,Hugh@livex.com,Bandung,25-05-2017,KP0925SG,"Rp60,000,000",36187,4,4,Pru Logistic,N,en-409,409,,,,,,,
Beatrice,Tedjajadi,Tedjajadi@gmailx.com,Blitar,24-05-2017,KP0150BH,"Rp162,000,000",36342,6,N/A,JENT,Y,wn-123,123,,,,,,,
Dina,Limited,Dina@icloudx.com,Solok,24-05-2017,KP0350CF,"Rp315,000,000",36090,9,3,Swift Delivery,Y,je-559,559,,,,,,,
Fonny,Irawan,Fonny@livex.com,Pekalongan,22-05-2017,KP0850FB,"Rp105,000,000",36561,5,N/A,JENT,Y,zp-410,410,,,,,,,
Christian,Supardi,Supardi@icloudx.com,Banda Aceh,21-05-2017,KP0350CF,"Rp140,000,000",36104,4,N/A,Cepat Kirim,Y,jz-101,101,,,,,,,
Maiko,Endi,Endi@icloudx.com,Makassar,20-05-2017,KP0750AJ,"Rp36,000,000",36220,2,4,Swift Delivery,Y,qx-290,290,,,,,,,
Nazarudin,Anggraini,Nazarudin@mex.com,Padang,18-05-2017,KP0150BH,"Rp108,000,000",35296,4,N/A,JENT,N,nd-559,559,,,,,,,
Emily,Risjad,Risjad@livex.com,Cilegon,17-05-2017,KP0225BB,"Rp80,000,000",36685,8,4,JENT,Y,qt-500,500,,,,,,,
Christanto,Soetoyo,Christanto@icloudx.com,Kupang,17-05-2017,KP0850FB,"Rp105,000,000",36156,5,N/A,JENT,Y,ke-185,185,,,,,,,
Ng,Siswadi,Ng@gmailx.com,Banjarbaru,13-05-2017,KP0925SG,"Rp30,000,000",36307,2,4,Swift Delivery,N,jo-991,991,,,,,,,
Anthony,Basuki,Anthony@livex.com,Magelang,13-05-2017,KP0850FB,"Rp126,000,000",36050,6,N/A,JENT,Y,ty-410,410,,,,,,,
Mulyadi,Hasyim,Mulyadi@rocketmailx.com,Metro,05-12-2017,KP0225BB,"Rp90,000,000",35364,9,N/A,JENT,N,rz-150,150,,,,,,,
Ledres,Wibowo,LEDRES@icloudx.com,Singkawang,05-12-2017,KP0625AF,"Rp60,000,000",36480,5,N/A,JENT,Y,yu-880,880,,,,,,,
Meigawaty,Abdul,Meigawaty@livex.com,Singkawang,05-11-2017,KP0225BB,"Rp80,000,000",35499,8,4,Cepat Kirim,Y,va-880,880,,,,,,,
Peter,Kiu,Kiu@rocketmailx.com,Tangerang,05-11-2017,KP0225BB,"Rp70,000,000",36396,7,N/A,Wakanda Express,N,zi-500,500,,,,,,,
Jusuf,Ciputra,Ciputra@ymailx.com,Padangpanjang,05-10-2017,KP0225BB,"Rp90,000,000",36656,9,3,Swift Delivery,Y,th-559,559,,,,,,,
Prakash,Johan,Johan@icloudx.com,Jakarta Selatan,05-09-2017,KP0150BH,"Rp270,000,000",35968,10,5,Wakanda Express,N,fr-333,333,,,,,,,
Arwan,Tumengkol,Arwan@livex.com,Lubuklinggau,05-09-2017,KP0050AG,"Rp113,750,000",35196,7,N/A,Cepat Kirim,Y,yn-661,661,,,,,,,
Soendari,Jonas,Soendari@gmailx.com,Bau-Bau,05-08-2017,KP0225BB,"Rp40,000,000",35119,4,N/A,JENT,N,tw-250,250,,,,,,,
Steven,Karjanto,Steven@icloudx.com,Ternate,05-08-2017,KP0750AJ,"Rp72,000,000",35177,4,4,Swift Delivery,N,ti-160,160,,,,,,,
Budi,Mohtar,Budi@livex.com,Tanjungbalai,05-06-2017,KP0750AJ,"Rp108,000,000",36445,6,N/A,Cepat Kirim,Y,sv-662,662,,,,,,,
Kurniawan,Djauhari,Kurniawan@ymailx.com,Banjarbaru,05-06-2017,KP0150BH,"Rp216,000,000",36929,8,N/A,Cepat Kirim,Y,jk-991,991,,,,,,,
Albert,Josef,JOSEF@ymailx.com,Bima,05-05-2017,KP0425CB,"Rp218,000,000",35348,8,N/A,JENT,Y,fm-183,183,,,,,,,
Junita,Lim,Lim@ymailx.com,Bandar Lampung,05-04-2017,KP0425CB,"Rp109,000,000",35509,4,4,JENT,Y,wf-150,150,,,,,,,
Gan,Soeprapto,Gan@icloudx.com,Padangpanjang,05-04-2017,KP0150BH,"Rp54,000,000",35497,2,N/A,JENT,Y,cz-559,559,,,,,,,
Agus,Saleem,Saleem@ymailx.com,Madiun,05-04-2017,KP0750AJ,"Rp90,000,000",36784,5,4,Cepat Kirim,Y,jv-123,123,,,,,,,
Elmursil,Nyoman,Elmursil@livex.com,Bukittinggi,05-04-2017,KP0625AF,"Rp48,000,000",35122,4,4,Swift Delivery,Y,zt-559,559,,,,,,,
Subianto,Legiman,Legiman@outlookx.com,Jakarta Selatan,05-01-2017,KP0750AJ,"Rp180,000,000",36130,10,4,JENT,N,em-333,333,,,,,,,
Johannes,Gunawan,Johannes@gmailx.com,Surakarta,05-01-2017,KP0850FB,"Rp189,000,000",35888,9,N/A,JENT,Y,bn-410,410,,,,,,,
Eddy,Robert,Robert@livex.com,Pekalongan,28-04-2017,KP0850FB,"Rp189,000,000",35431,9,N/A,Pru Logistic,Y,qu-410,410,,,,,,,
Rizal,Fadjar,Rizal@rocketmailx.com,Padangpanjang,28-04-2017,KP0750AJ,"Rp108,000,000",35775,6,4,Wakanda Express,N,va-559,559,,,,,,,
Liliana,Mogi,Liliana@icloudx.com,Malang,27-04-2017,KP0350CF,"Rp245,000,000",35951,7,N/A,Swift Delivery,Y,ys-123,123,,,,,,,
Pradeep,Sinto,Sinto@livex.com,Pagaralam,26-04-2017,KP0750AJ,"Rp162,000,000",35366,9,N/A,JENT,N,di-661,661,,,,,,,
Maria,Diana,Diana@icloudx.com,Sibolga,25-04-2017,KP0050AG,"Rp113,750,000",36504,7,5,Cepat Kirim,Y,gk-662,662,,,,,,,
Daniel,International,International@livex.com,Jakarta Barat,25-04-2017,KP0925SG,"Rp105,000,000",36138,7,N/A,JENT,Y,sx-333,333,,,,,,,
Lim,Sik,Sik@mex.com,Kediri,24-04-2017,KP0050AG,"Rp97,500,000",36683,6,4,Wakanda Express,Y,aj-123,123,,,,,,,
Safarina,Rossi,Rossi@icloudx.com,Langsa,24-04-2017,KP0150BH,"Rp243,000,000",35919,9,N/A,Swift Delivery,N,yp-101,101,,,,,,,
Linda,Darmamulia,Darmamulia@livex.com,Tasikmalaya,22-04-2017,KP0850FB,"Rp168,000,000",35001,8,4,JENT,Y,uj-409,409,,,,,,,
Hendro,Rianti,Hendro@ymailx.com,Tomohon,20-04-2017,KP0925SG,"Rp150,000,000",36801,10,N/A,JENT,Y,ai-221,221,,,,,,,
Djan,Yoesgiantoro,Yoesgiantoro@outlookx.com,Jayapura,16-04-2017,KP0750AJ,"Rp162,000,000",35672,9,2,Pru Logistic,Y,mo-990,990,,,,,,,
I.,Kusuma,Kusuma@ymailx.com,Padangpanjang,14-04-2017,KP0850FB,"Rp84,000,000",36055,4,4,Cepat Kirim,Y,pm-559,559,,,,,,,
Kaman,Adam,Kaman@ymailx.com,Payakumbuh,04-12-2017,KP0625AF,"Rp96,000,000",35476,8,4,JENT,Y,yh-559,559,,,,,,,
Nani,Sungkoro,Nani@mex.com,Kediri,04-11-2017,KP0850FB,"Rp147,000,000",35964,7,4,Cepat Kirim,N,se-123,123,,,,,,,
Sonya,Koes,Koes@rocketmailx.com,Pontianak,04-11-2017,KP0350CF,"Rp245,000,000",35361,7,4,JENT,N,qr-880,880,,,,,,,
Eddy,Nugroho,Eddy@outlookx.com,Jakarta Timur,04-10-2017,KP0350CF,"Rp245,000,000",36086,7,4,Wakanda Express,Y,to-333,333,,,,,,,
Darmadi,Carl,Carl@ymailx.com,Bitung,04-08-2017,KP0625AF,"Rp48,000,000",35475,4,4,Swift Delivery,Y,iu-221,221,,,,,,,
American,Rachman,American@gmailx.com,Ternate,04-07-2017,KP0750AJ,"Rp180,000,000",36491,10,2,Swift Delivery,Y,pb-160,160,,,,,,,
Meridian,Winata,Meridian@ymailx.com,Lubuklinggau,04-04-2017,KP0750AJ,"Rp108,000,000",35437,6,2,Swift Delivery,Y,zf-661,661,,,,,,,
Fifi,Yangrikho,FIFI@outlookx.com,Jambi,04-04-2017,KP0625AF,"Rp108,000,000",36969,9,5,Swift Delivery,Y,on-512,512,,,,,,,
Adhi,Endranto,Adhi@gmailx.com,Mataram,04-03-2017,KP0425CB,"Rp272,500,000",36170,10,N/A,JENT,Y,ku-183,183,,,,,,,
Inayat,Sugiono,Sugiono@ymailx.com,Gorontalo,04-03-2017,KP0050AG,"Rp32,500,000",36985,2,N/A,JENT,Y,yl-983,983,,,,,,,
Diana,Ramchand,Ramchand@outlookx.com,Jayapura,04-03-2017,KP0925SG,"Rp90,000,000",35091,6,4,JENT,Y,gj-990,990,,,,,,,
Ateng,C.,Ateng@ymailx.com,Kediri,04-02-2017,KP0925SG,"Rp60,000,000",35491,4,N/A,JENT,Y,bs-123,123,,,,,,,
Go,Sampoerna,Sampoerna@gmailx.com,Meulaboh,04-01-2017,KP0925SG,"Rp30,000,000",36414,2,N/A,JENT,Y,yt-101,101,,,,,,,
Boediyanio,Syafriel,Boediyanio@gmailx.com,Cimahi,28-03-2017,KP0750AJ,"Rp72,000,000",36677,4,5,Pru Logistic,Y,rw-409,409,,,,,,,
Anita,Ferdinandus,Anita@livex.com,Mataram,23-03-2017,KP0850FB,"Rp105,000,000",36797,5,N/A,Wakanda Express,Y,xe-183,183,,,,,,,
Lam,Hartono,Lam@rocketmailx.com,Palangkaraya,22-03-2017,KP0925SG,"Rp75,000,000",35067,5,4,JENT,Y,sw-992,992,,,,,,,
Shuzy,Wiyono,Shuzy@rocketmailx.com,Medan,20-03-2017,KP0850FB,"Rp126,000,000",35429,6,N/A,JENT,N,fw-662,662,,,,,,,
Dino,Pudjiwati,Dino@gmailx.com,Pekalongan,20-03-2017,KP0750AJ,"Rp72,000,000",36556,4,N/A,Swift Delivery,Y,ls-410,410,,,,,,,
Pujiastuti,Indra,Pujiastuti@mex.com,Semarang,17-03-2017,KP0625AF,"Rp120,000,000",36196,10,N/A,JENT,N,zy-410,410,,,,,,,
Nestor,Jen,Nestor@ymailx.com,Jakarta Pusat,17-03-2017,KP0750AJ,"Rp90,000,000",35881,5,N/A,JENT,N,vh-333,333,,,,,,,
Pandji,Tanoto,Tanoto@livex.com,Padang,16-03-2017,KP0625AF,"Rp108,000,000",36101,9,N/A,Wakanda Express,N,vg-559,559,,,,,,,
Kang,Ashari,Kang@gmailx.com,Makassar,14-03-2017,KP0850FB,"Rp105,000,000",36565,5,N/A,Cepat Kirim,Y,rh-290,290,,,,,,,
Singgih,Widagdo,Widagdo@mex.com,Batam,14-03-2017,KP0850FB,"Rp189,000,000",35909,9,3,Wakanda Express,N,hl-809,809,,,,,,,
Elisabet,Budisusetyo,Budisusetyo@icloudx.com,Malang,03-11-2017,KP0150BH,"Rp216,000,000",36592,8,1,Wakanda Express,Y,nz-123,123,,,,,,,
Shinta,Winarko,Shinta@rocketmailx.com,Palopo,03-09-2017,KP0425CB,"Rp190,750,000",36198,7,1,JENT,N,go-290,290,,,,,,,
Rachmat,Yanuar,Yanuar@mex.com,Bontang,03-09-2017,KP0925SG,"Rp90,000,000",35917,6,N/A,Pru Logistic,N,io-993,993,,,,,,,
Gan,Tijoso,Tijoso@ymailx.com,Balikpapan,03-08-2017,KP0750AJ,"Rp36,000,000",35077,2,4,JENT,Y,gt-993,993,,,,,,,
Henry,Tjahaja,Tjahaja@ymailx.com,Palu,03-08-2017,KP0150BH,"Rp216,000,000",35407,8,5,Wakanda Express,Y,im-280,280,,,,,,,
Boelio,Ramli,Boelio@icloudx.com,Bogor,03-07-2017,KP0625AF,"Rp60,000,000",35243,5,4,Pru Logistic,Y,ur-409,409,,,,,,,
Crescento,Latief,Latief@gmailx.com,Tasikmalaya,03-06-2017,KP0625AF,"Rp48,000,000",35455,4,N/A,JENT,Y,it-409,409,,,,,,,
Go,Budiman,Budiman@gmailx.com,Bau-Bau,03-04-2017,KP0625AF,"Rp96,000,000",36599,8,N/A,Pru Logistic,Y,wy-250,250,,,,,,,
Indrajaty,Sandjojo,Sandjojo@ymailx.com,Purwokerto,03-02-2017,KP0350CF,"Rp350,000,000",36893,10,5,Cepat Kirim,Y,zz-410,410,,,,,,,
Kirk,Harsono,Harsono@gmailx.com,Tomohon,26-02-2017,KP0750AJ,"Rp162,000,000",36709,9,N/A,JENT,Y,ge-221,221,,,,,,,
Aji,Wikarsa,Wikarsa@ymailx.com,Bukittinggi,23-02-2017,KP0350CF,"Rp70,000,000",36609,2,2,Swift Delivery,Y,fm-559,559,,,,,,,
Suarmin,Chowdhry,Suarmin@icloudx.com,Serang,22-02-2017,KP0225BB,"Rp20,000,000",35840,2,N/A,JENT,N,ih-500,500,,,,,,,
Evie,Wijaya,Evie@icloudx.com,Yogyakarta,22-02-2017,KP0750AJ,"Rp180,000,000",35454,10,4,JENT,Y,ii-444,444,,,,,,,
K.P.,Sri,K.P.@ymailx.com,Sibolga,21-02-2017,KP0925SG,"Rp30,000,000",36474,2,N/A,JENT,Y,gk-662,662,,,,,,,
Christiana,Hermanto,Hermanto@ymailx.com,Padangpanjang,20-02-2017,KP0850FB,"Rp210,000,000",35681,10,2,Swift Delivery,Y,rc-559,559,,,,,,,
Jovanka,Kurniadi,Kurniadi@ymailx.com,Bengkulu,20-02-2017,KP0750AJ,"Rp162,000,000",36729,9,N/A,Pru Logistic,Y,gu-300,300,,,,,,,
Ishak,Sim,Ishak@ymailx.com,Pekalongan,18-02-2017,KP0850FB,"Rp84,000,000",36774,4,3,JENT,Y,eb-410,410,,,,,,,
Jap,Gunawan,Jap@gmailx.com,Pariaman,15-02-2017,KP0850FB,"Rp84,000,000",35358,4,N/A,Cepat Kirim,Y,qp-559,559,,,,,,,
Handaja,Latief,Handaja@gmailx.com,Padangpanjang,14-02-2017,KP0750AJ,"Rp126,000,000",35752,7,N/A,Wakanda Express,Y,gb-559,559,,,,,,,
Niniek,Tanojo,Tanojo@icloudx.com,Purwokerto,13-02-2017,KP0625AF,"Rp96,000,000",36524,8,4,Swift Delivery,N,hb-410,410,,,,,,,
Irwan,Hartono,Irwan@ymailx.com,Batu,13-02-2017,KP0150BH,"Rp243,000,000",36366,9,N/A,Wakanda Express,Y,pc-123,123,,,,,,,
Eko,Gozali,Gozali@livex.com,Tebingtinggi,02-11-2017,KP0225BB,"Rp80,000,000",35300,8,5,Wakanda Express,Y,oz-662,662,,,,,,,
Arifin,Susila,Arifin@ymailx.com,Jakarta Barat,02-09-2017,KP0750AJ,"Rp36,000,000",36634,2,N/A,Pru Logistic,Y,sd-333,333,,,,,,,
Achmad,Vishamkar,Vishamkar@gmailx.com,Jakarta Pusat,02-09-2017,KP0625AF,"Rp108,000,000",36869,9,N/A,JENT,Y,vo-333,333,,,,,,,
Harmiono,Rita,Harmiono@gmailx.com,Jakarta Selatan,02-09-2017,KP0925SG,"Rp45,000,000",36387,3,N/A,Pru Logistic,Y,bg-333,333,,,,,,,
G.,Pudji,Pudji@gmailx.com,Purwokerto,02-08-2017,KP0150BH,"Rp270,000,000",35125,10,5,JENT,Y,at-410,410,,,,,,,
Michael,Basoeki,MICHAEL@outlookx.com,Tebingtinggi,02-08-2017,KP0850FB,"Rp84,000,000",35669,4,N/A,JENT,Y,mz-662,662,,,,,,,
Michael,Kian,Kian@outlookx.com,Sungai Penuh,02-04-2017,KP0625AF,"Rp120,000,000",36229,10,N/A,JENT,Y,uz-512,512,,,,,,,
Soeparman,Group,Group@livex.com,Jakarta Utara,02-04-2017,KP0850FB,"Rp168,000,000",36713,8,2,Cepat Kirim,N,dm-333,333,,,,,,,
Hiswara,Taira,Hiswara@ymailx.com,Purwokerto,02-03-2017,KP0625AF,"Rp108,000,000",35929,9,4,JENT,Y,xm-410,410,,,,,,,
Citrawinda,"Alicia,",Alicia@outlookx.com,Bekasi,02-01-2017,KP0425CB,"Rp245,250,000",35603,9,5,Swift Delivery,Y,xa-409,409,,,,,,,
Jahjaa,Wiriawan,Jahjaa@gmailx.com,Bitung,02-01-2017,KP0750AJ,"Rp36,000,000",35222,2,N/A,Cepat Kirim,Y,wz-221,221,,,,,,,
Ferdinand,Mirza,Mirza@ymailx.com,Tasikmalaya,26-01-2017,KP0850FB,"Rp189,000,000",35321,9,5,JENT,Y,tg-409,409,,,,,,,
Netcorp,Yohan,Yohan@icloudx.com,Cirebon,24-01-2017,KP0925SG,"Rp90,000,000",35469,6,4,JENT,N,vr-409,409,,,,,,,
Johannes,Yoshawirja,Johannes@gmailx.com,Salatiga,23-01-2017,KP0225BB,"Rp80,000,000",35055,8,N/A,Swift Delivery,Y,xq-410,410,,,,,,,
Agus,K.,Agus@livex.com,Prabumulih,22-01-2017,KP0850FB,"Rp168,000,000",36458,8,N/A,Wakanda Express,Y,yw-661,661,,,,,,,
Rudy,Pinder,Pinder@outlookx.com,Cilegon,21-01-2017,KP0625AF,"Rp36,000,000",36786,3,4,Pru Logistic,N,ei-500,500,,,,,,,
Christian,Lay,Lay@ymailx.com,Tanjungpinang,21-01-2017,KP0850FB,"Rp42,000,000",36146,2,N/A,JENT,Y,xu-809,809,,,,,,,
Soekrisman,Ismulyatie,Ismulyatie@icloudx.com,Tarakan,21-01-2017,KP0850FB,"Rp105,000,000",35986,5,N/A,JENT,N,vn-994,994,,,,,,,
Payal,Harjani,Payal@livex.com,Kediri,21-01-2017,KP0150BH,"Rp270,000,000",36822,10,N/A,Wakanda Express,N,gk-123,123,,,,,,,
S.H.C.N,Kurniawan,S.H.C.N@icloudx.com,Jakarta Barat,20-01-2017,KP0850FB,"Rp189,000,000",35174,9,4,JENT,N,ob-333,333,,,,,,,
Bambang,Abdurachman,Bambang@ymailx.com,Pontianak,20-01-2017,KP0850FB,"Rp84,000,000",35447,4,1,Wakanda Express,Y,xf-880,880,,,,,,,
Prakoso,Yusrizal,YUSRIZAL@mex.com,Palembang,19-01-2017,KP0750AJ,"Rp72,000,000",35766,4,4,Cepat Kirim,N,js-661,661,,,,,,,
Freddy,Budi,Freddy@gmailx.com,Palembang,18-01-2017,KP0625AF,"Rp36,000,000",36697,3,4,Cepat Kirim,Y,mv-661,661,,,,,,,
Jusuf,Dian,Dian@ymailx.com,Tebingtinggi,18-01-2017,KP0850FB,"Rp168,000,000",35589,8,4,Swift Delivery,Y,dx-662,662,,,,,,,
Rilantini,Jenny,Rilantini@icloudx.com,Kotamobagu,15-01-2017,KP0850FB,"Rp189,000,000",36898,9,N/A,Swift Delivery,N,qz-221,221,,,,,,,
Apex,Leonard,Apex@gmailx.com,Tomohon,15-01-2017,KP0350CF,"Rp350,000,000",36411,10,2,JENT,Y,re-221,221,,,,,,,
Adriana,Tjin,Adriana@ymailx.com,Palopo,15-01-2017,KP0925SG,"Rp105,000,000",35280,7,N/A,JENT,Y,ds-290,290,,,,,,,
F.,Riupassa,Riupassa@livex.com,Purwokerto,01-11-2017,KP0925SG,"Rp105,000,000",35305,7,4,JENT,Y,wu-410,410,,,,,,,
Northstar,Andersen,Northstar@mex.com,Semarang,01-10-2017,KP0850FB,"Rp42,000,000",35658,2,N/A,Wakanda Express,N,fo-410,410,,,,,,,
Hianto,Tanoko,HIANTO@gmailx.com,Yogyakarta,01-09-2017,KP0750AJ,"Rp54,000,000",36359,3,4,Cepat Kirim,Y,ic-444,444,,,,,,,
Hendry,E.,E.@gmailx.com,Padang,01-08-2017,KP0425CB,"Rp245,250,000",35806,9,4,Wakanda Express,Y,pk-559,559,,,,,,,
Jeffrey,Tjokrosaputro,Tjokrosaputro@ymailx.com,Surabaya,01-07-2017,KP0150BH,"Rp189,000,000",36459,7,N/A,Swift Delivery,Y,bn-123,123,,,,,,,
Bimo,Wirawan,Bimo@gmailx.com,Lhokseumawe,01-07-2017,KP0150BH,"Rp81,000,000",36672,3,4,JENT,Y,ks-101,101,,,,,,,
Djoko,Setiadi,Setiadi@icloudx.com,Tangerang,01-07-2017,KP0050AG,"Rp81,250,000",36416,5,N/A,Pru Logistic,Y,ow-500,500,,,,,,,
Febrina,Express,Febrina@icloudx.com,Tegal,01-06-2017,KP0750AJ,"Rp126,000,000",35241,7,4,JENT,Y,or-410,410,,,,,,,
Dr.,Louis,Dr.@icloudx.com,Prabumulih,01-04-2017,KP0625AF,"Rp108,000,000",35151,9,3,Swift Delivery,Y,kk-661,661,,,,,,,
Sistha,Yordan,Sistha@ymailx.com,Bitung,01-04-2017,KP0925SG,"Rp150,000,000",36310,10,N/A,Pru Logistic,N,dw-221,221,,,,,,,
Bambang,Wirajang,Bambang@gmailx.com,Jakarta Pusat,01-03-2017,KP0625AF,"Rp96,000,000",37000,8,N/A,Swift Delivery,Y,jq-333,333,,,,,,,
Edy,Podomoro,Podomoro@gmailx.com,Sungai Penuh,01-02-2017,KP0150BH,"Rp189,000,000",35258,7,4,Swift Delivery,Y,te-512,512,,,,,,,
Lukman,Busono,Busono@gmailx.com,Tebingtinggi,01-01-2017,KP0150BH,"Rp189,000,000",35024,7,N/A,Swift Delivery,Y,yu-662,662,,,,,,,
Lilys,Riady,Lilys@ymailx.com,Jakarta Pusat,27-12-2016,KP0750AJ,"Rp144,000,000",35064,8,4,JENT,Y,ik-333,333,,,,,,,
Kiki,Utomo,Utomo@ymailx.com,Yogyakarta,26-12-2016,KP0750AJ,"Rp90,000,000",36980,5,4,JENT,Y,hd-444,444,,,,,,,
Ronald,Heryanto,Ronald@livex.com,Kendari,24-12-2016,KP0425CB,"Rp272,500,000",35362,10,N/A,Pru Logistic,N,qh-250,250,,,,,,,
Evelyn,Solana,Solana@livex.com,Bima,23-12-2016,KP0850FB,"Rp168,000,000",35449,8,3,JENT,Y,xn-183,183,,,,,,,
